iter	Passed	Remaining
0	5	97
1	9	89
2	14	83
3	19	78
4	24	72
5	28	67
6	33	61
7	37	55
8	41	50
9	46	46
10	50	41
11	55	37
12	60	32
13	64	27
14	68	22
15	73	18
16	77	13
17	81	9
18	85	4
19	89	0
